1331
183792	0	0	0.00126903553299492
183800	0	0	0.00126903553299492
183801	0	0	0.00126903553299492
183810	0	0	0.00126903553299492
183811	0	0	0.00126903553299492
183821	0	0	0.00126903553299492
183831	0	0	0.00126903553299492
183832	0	0	0.00126903553299492
183843	0	0	0.00126903553299492
183844	0	0	0.00126903553299492
183855	0	0	0.00126903553299492
183856	0	0	0.00126903553299492
183868	0	0	0.00126903553299492
184280	0	0	0.00126903553299492
184281	0	0	0.00126903553299492
184282	0	0	0.00126903553299492
184290	0	0	0.00126903553299492
184298	0	0	0.00126903553299492
184299	0	0	0.00126903553299492
184308	0	0	0.00126903553299492
184309	0	0	0.00126903553299492
184319	0	0	0.00126903553299492
184329	0	0	0.00126903553299492
184330	0	0	0.00126903553299492
184341	0	0	0.00126903553299492
184352	0	0	0.00126903553299492
184353	0	0	0.00126903553299492
184365	0	0	0.00126903553299492
184366	0	0	0.00126903553299492
184377	0	0	0.00126903553299492
184378	0	0	0.00126903553299492
184671	0	0	0.00126903553299492
184672	0	0	0.00126903553299492
184675	0	0	0.00126903553299492
184677	0	0	0.00126903553299492
184678	0	0	0.00126903553299492
184679	0	0	0.00126903553299492
184687	0	0	0.00126903553299492
184695	0	0	0.00126903553299492
184696	0	0	0.00126903553299492
184705	0	0	0.00126903553299492
184706	0	0	0.00126903553299492
184716	0	0	0.00126903553299492
184726	0	0	0.00126903553299492
184727	0	0	0.00126903553299492
184738	0	0	0.00126903553299492
184749	0	0	0.00126903553299492
184750	0	0	0.00126903553299492
184762	0	0	0.00126903553299492
184773	0	0	0.00126903553299492
184774	0	0	0.00126903553299492
184786	0	0	0.00126903553299492
184787	0	0	0.00126903553299492
185032	0	0	0.00126903553299492
185033	0	0	0.00126903553299492
185034	0	0	0.00126903553299492
185035	0	0	0.00126903553299492
185037	0	0	0.00126903553299492
185038	0	0	0.00126903553299492
185041	0	0	0.00126903553299492
185042	0	0	0.00126903553299492
185050	0	0	0.00126903553299492
185058	0	0	0.00126903553299492
185059	0	0	0.00126903553299492
185068	0	0	0.00126903553299492
185069	0	0	0.00126903553299492
185079	0	0	0.00126903553299492
185080	0	0	0.00126903553299492
185089	0	0	0.00126903553299492
185090	0	0	0.00126903553299492
185101	0	0	0.00126903553299492
185103	0	0	0.00126903553299492
185112	0	0	0.00126903553299492
185113	0	0	0.00126903553299492
185115	0	0	0.00126903553299492
185125	0	0	0.00126903553299492
185127	0	0	0.00126903553299492
185136	0	0	0.00126903553299492
185137	0	0	0.00126903553299492
185138	0	0	0.00126903553299492
185148	0	0	0.00126903553299492
185149	0	0	0.00126903553299492
185151	0	0	0.00126903553299492
185160	0	0	0.00126903553299492
185161	0	0	0.00126903553299492
185382	0	0	0.00126903553299492
185383	0	0	0.00126903553299492
185384	0	0	0.00126903553299492
185385	0	0	0.00126903553299492
185386	0	0	0.00126903553299492
185387	0	0	0.00126903553299492
185388	0	0	0.00126903553299492
185392	0	0	0.00126903553299492
185393	0	0	0.00126903553299492
185395	0	0	0.00126903553299492
185401	0	0	0.00126903553299492
185402	0	0	0.00126903553299492
185409	0	0	0.00126903553299492
185410	0	0	0.00126903553299492
185411	0	0	0.00126903553299492
185419	0	0	0.00126903553299492
185420	0	0	0.00126903553299492
185421	0	0	0.00126903553299492
185430	0	0	0.00126903553299492
185431	0	0	0.00126903553299492
185440	0	0	0.00126903553299492
185441	0	0	0.00126903553299492
185442	0	0	0.00126903553299492
185443	0	0	0.00126903553299492
185452	0	0	0.00126903553299492
185453	0	0	0.00126903553299492
185454	0	0	0.00126903553299492
185463	0	0	0.00126903553299492
185464	0	0	0.00126903553299492
185465	0	0	0.00126903553299492
185466	0	0	0.00126903553299492
